FY,Fiscal Quarter,Fiscal Week,LOB,Category,Region,Business Unit,Warranty Type,Core/Upsell,Service Type,GCFA Type,W/O Type,Series,ASU,APOS,Renewals,Expiring,New Contract,APOS Renewal,Dispatches,SRs
FY23,2023-Q1,2023-W02,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,45425,36340,9085,691,207,49,23,57
FY23,2023-Q1,2023-W03,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,46388,37110,9278,0,909,54,30,54
FY23,2023-Q1,2023-W04,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,45907,36726,9181,654,133,40,25,52
FY23,2023-Q1,2023-W05,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,46318,37054,9264,0,364,47,30,54
FY23,2023-Q1,2023-W06,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,45640,36512,9128,891,178,35,26,57
FY23,2023-Q1,2023-W07,Networking A,Networking,EMEA,Unit B,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,46103,36882,9221,0,419,44,28,51
FY23,2023-Q1,2023-W08,Networking A,Networking,EMEA,Unit B,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,47350,37880,9470,0,1208,39,29,48
FY23,2023-Q1,2023-W09,Networking A,Networking,EMEA,Unit B,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,44860,35888,8972,2710,179,41,26,53
FY23,2023-Q1,2023-W10,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,46270,37016,9254,0,1362,48,26,54
FY23,2023-Q1,2023-W11,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,47662,38130,9532,0,1348,44,24,50
FY23,2023-Q1,2023-W12,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,48313,38650,9663,0,599,52,24,60
FY23,2023-Q1,2023-W13,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,46811,37449,9362,1757,219,36,27,48
FY23,2023-Q2,2023-W14,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,46785,37428,9357,285,210,49,27,55
FY23,2023-Q2,2023-W15,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,47567,38054,9513,0,729,53,25,60
FY23,2023-Q2,2023-W16,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Labour Only,non-GCFA,Break fix,Actual,47872,38298,9574,0,255,50,28,57
FY23,2023-Q2,2023-W17,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,47507,38006,9501,590,188,37,25,58
FY23,2023-Q2,2023-W18,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,47741,38193,9548,0,194,40,31,53
FY23,2023-Q2,2023-W19,Networking A,Networking,EMEA,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,48859,39087,9772,0,1081,37,25,51
FY23,2023-Q2,2023-W20,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,49547,39638,9909,0,632,56,27,58
FY23,2023-Q2,2023-W21,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,47698,38158,9540,2037,144,44,24,52
FY23,2023-Q2,2023-W22,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,50543,40434,10109,0,2803,42,26,53
FY23,2023-Q2,2023-W23,Networking A,Networking,EMEA,Unit B,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,49734,39787,9947,1025,181,35,27,60
FY23,2023-Q2,2023-W24,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,49321,39457,9864,617,147,57,24,49
FY23,2023-Q2,2023-W25,Networking A,Networking,EMEA,Unit B,Basic,Upsell,Labour Only,non-GCFA,Break fix,Actual,50202,40162,10040,0,847,34,31,51
FY23,2023-Q2,2023-W26,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,50572,40458,10114,0,318,52,31,56
FY23,2023-Q3,2023-W27,Networking A,Networking,EMEA,Unit B,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,52002,41602,10400,0,1388,42,31,51
FY23,2023-Q3,2023-W28,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,51817,41454,10363,460,237,38,34,62
FY23,2023-Q3,2023-W29,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,50463,40370,10093,1644,255,35,30,61
FY23,2023-Q3,2023-W30,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,50987,40790,10197,0,487,37,25,51
FY23,2023-Q3,2023-W31,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,50553,40442,10111,643,161,48,25,61
FY23,2023-Q3,2023-W32,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,52343,41874,10469,0,1746,44,32,58
FY23,2023-Q3,2023-W33,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,52959,42367,10592,0,574,42,34,53
FY23,2023-Q3,2023-W34,Networking A,Networking,EMEA,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,53060,42448,10612,123,188,36,34,67
FY23,2023-Q3,2023-W35,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,51186,40949,10237,2117,187,56,33,64
FY23,2023-Q3,2023-W36,Networking A,Networking,EMEA,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,53952,43162,10790,0,2716,50,28,65
FY23,2023-Q3,2023-W37,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,53978,43182,10796,183,173,36,36,62
FY23,2023-Q3,2023-W38,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,52300,41840,10460,1880,154,48,30,49
FY23,2023-Q3,2023-W39,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,54246,43397,10849,0,1898,48,30,54
FY23,2023-Q4,2023-W40,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,53760,43008,10752,806,276,44,27,60
FY23,2023-Q4,2023-W41,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,53915,43132,10783,103,201,57,30,60
FY23,2023-Q4,2023-W42,Networking A,Networking,EMEA,Unit A,Premium Flex,Core,Labour Only,GCFA,Break fix,Actual,54124,43299,10825,43,213,39,30,62
FY23,2023-Q4,2023-W43,Networking A,Networking,EMEA,Unit B,Basic,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,54280,43424,10856,123,216,63,31,54
FY23,2023-Q4,2023-W44,Networking A,Networking,EMEA,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,55412,44330,11082,0,1075,57,32,54
FY23,2023-Q4,2023-W45,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,56062,44850,11212,0,597,53,37,64
FY23,2023-Q4,2023-W46,Networking A,Networking,EMEA,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,55124,44099,11025,1284,284,62,35,63
FY23,2023-Q4,2023-W47,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,55112,44090,11022,267,205,50,29,66
FY23,2023-Q4,2023-W48,Networking A,Networking,EMEA,Unit B,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,56482,45186,11296,0,1330,40,29,61
FY23,2023-Q4,2023-W49,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,54783,43826,10957,1930,184,47,32,64
FY23,2023-Q4,2023-W50,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,56437,45150,11287,0,1597,57,32,55
FY23,2023-Q4,2023-W51,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts Only,Unknown,Part/s dispatch,Actual,56918,45534,11384,0,440,41,32,63
FY23,2023-Q4,2023-W52,Networking A,Networking,EMEA,Unit A,Premium Flex,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,58821,47057,11764,0,1860,43,33,61
FY24,2024-Q1,2024-W01,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,57699,46159,11540,1363,204,37,34,59
FY24,2024-Q1,2024-W02,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,57775,46220,11555,278,298,56,37,68
FY24,2024-Q1,2024-W03,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,57852,46282,11570,241,275,43,33,72
FY24,2024-Q1,2024-W04,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,57928,46342,11586,214,240,50,37,56
FY24,2024-Q1,2024-W05,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,58332,46666,11666,0,361,43,32,67
FY24,2024-Q1,2024-W06,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,58572,46858,11714,39,215,64,33,66
FY24,2024-Q1,2024-W07,Networking A,Networking,EMEA,Unit B,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,58812,47050,11762,18,193,65,32,69
FY24,2024-Q1,2024-W08,Networking A,Networking,EMEA,Unit B,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,59052,47242,11810,45,221,64,36,73
FY24,2024-Q1,2024-W09,Networking A,Networking,EMEA,Unit B,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,59292,47434,11858,86,282,44,29,71
FY24,2024-Q1,2024-W10,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,59859,47887,11972,0,513,54,32,72
FY24,2024-Q1,2024-W11,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,60262,48210,12052,0,359,44,34,57
FY24,2024-Q1,2024-W12,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,60666,48533,12133,0,364,40,30,68
FY24,2024-Q1,2024-W13,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,61806,49445,12361,0,1095,45,37,65
FY24,2024-Q2,2024-W14,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,61205,48964,12241,879,233,45,32,74
FY24,2024-Q2,2024-W15,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,61290,49032,12258,238,263,60,36,77
FY24,2024-Q2,2024-W16,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Labour Only,non-GCFA,Break fix,Actual,61375,49100,12275,145,182,48,31,72
FY24,2024-Q2,2024-W17,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,61460,49168,12292,276,294,67,32,73
FY24,2024-Q2,2024-W18,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,61887,49510,12377,0,372,55,38,78
FY24,2024-Q2,2024-W19,Networking A,Networking,EMEA,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,62143,49714,12429,12,226,42,40,62
FY24,2024-Q2,2024-W20,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,62399,49919,12480,100,303,53,38,63
FY24,2024-Q2,2024-W21,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,62655,50124,12531,0,212,44,36,64
FY24,2024-Q2,2024-W22,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,62911,50329,12582,85,269,72,34,64
FY24,2024-Q2,2024-W23,Networking A,Networking,EMEA,Unit B,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,63508,50806,12702,0,554,43,42,68
FY24,2024-Q2,2024-W24,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,63935,51148,12787,0,382,45,36,65
FY24,2024-Q2,2024-W25,Networking A,Networking,EMEA,Unit B,Basic,Upsell,Labour Only,non-GCFA,Break fix,Actual,64362,51490,12872,0,356,71,37,70
FY24,2024-Q2,2024-W26,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,65557,52446,13111,0,1134,61,36,70
FY24,2024-Q3,2024-W27,Networking A,Networking,EMEA,Unit B,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,64916,51933,12983,979,288,50,39,73
FY24,2024-Q3,2024-W28,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,65002,52002,13000,237,258,65,41,81
FY24,2024-Q3,2024-W29,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,65087,52070,13017,174,200,59,43,81
FY24,2024-Q3,2024-W30,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,65172,52138,13034,220,255,50,36,62
FY24,2024-Q3,2024-W31,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,65599,52479,13120,0,381,46,33,71
FY24,2024-Q3,2024-W32,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,65855,52684,13171,84,278,62,35,81
FY24,2024-Q3,2024-W33,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,66111,52889,13222,60,251,65,38,73
FY24,2024-Q3,2024-W34,Networking A,Networking,EMEA,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,66367,53094,13273,47,236,67,36,78
FY24,2024-Q3,2024-W35,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,66623,53298,13325,0,203,53,40,71
FY24,2024-Q3,2024-W36,Networking A,Networking,EMEA,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,67220,53776,13444,0,519,78,40,69
FY24,2024-Q3,2024-W37,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,67647,54118,13529,0,351,76,43,78
FY24,2024-Q3,2024-W38,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,68073,54458,13615,0,381,45,45,86
FY24,2024-Q3,2024-W39,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,69269,55415,13854,0,1121,75,35,70
FY24,2024-Q4,2024-W40,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,68717,54974,13743,867,248,67,37,67
FY24,2024-Q4,2024-W41,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,68847,55078,13769,195,270,55,37,79
FY24,2024-Q4,2024-W42,Networking A,Networking,EMEA,Unit A,Premium Flex,Core,Labour Only,GCFA,Break fix,Actual,68976,55181,13795,202,281,50,38,67
FY24,2024-Q4,2024-W43,Networking A,Networking,EMEA,Unit B,Basic,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,69106,55285,13821,154,236,48,43,86
FY24,2024-Q4,2024-W44,Networking A,Networking,EMEA,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,69648,55718,13930,0,468,74,34,80
FY24,2024-Q4,2024-W45,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,69985,55988,13997,0,269,68,43,89
FY24,2024-Q4,2024-W46,Networking A,Networking,EMEA,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,70320,56256,14064,69,340,64,39,67
FY24,2024-Q4,2024-W47,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,70657,56526,14131,0,274,63,38,72
FY24,2024-Q4,2024-W48,Networking A,Networking,EMEA,Unit B,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,70993,56794,14199,0,253,83,44,75
FY24,2024-Q4,2024-W49,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,71741,57393,14348,0,690,58,41,74
FY24,2024-Q4,2024-W50,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,72283,57826,14457,0,488,54,44,82
FY24,2024-Q4,2024-W51,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts Only,Unknown,Part/s dispatch,Actual,72826,58261,14565,0,476,67,44,92
FY24,2024-Q4,2024-W52,Networking A,Networking,EMEA,Unit A,Premium Flex,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,74297,59438,14859,0,1410,61,39,82
FY25,2025-Q1,2025-W01,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts Only,GCFA,Part/s dispatch,Actual,73496,58797,14699,1116,251,64,38,85
FY25,2025-Q1,2025-W02,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,73548,58838,14710,265,250,67,43,74
FY25,2025-Q1,2025-W03,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts + Labour,GCFA,Part/s dispatch,Actual,73601,58881,14720,227,220,60,44,92
FY25,2025-Q1,2025-W04,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Labour Only,non-GCFA,Break fix,Actual,73653,58922,14731,252,233,71,37,78
FY25,2025-Q1,2025-W05,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,Unknown,Part/s dispatch,Actual,74051,59241,14810,38,375,61,37,89
FY25,2025-Q1,2025-W06,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,74276,59421,14855,100,262,63,42,75
FY25,2025-Q1,2025-W07,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,74501,59601,14900,97,238,84,47,88
FY25,2025-Q1,2025-W08,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,74726,59781,14945,141,304,62,38,77
FY25,2025-Q1,2025-W09,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,74951,59961,14990,99,267,57,49,73
FY25,2025-Q1,2025-W10,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,GCFA,Break fix,Actual,75522,60418,15104,0,506,65,47,73
FY25,2025-Q1,2025-W11,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,75920,60736,15184,0,315,83,41,72
FY25,2025-Q1,2025-W12,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,76317,61054,15263,0,321,76,49,94
FY25,2025-Q1,2025-W13,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,77493,61994,15499,0,1124,52,42,78
FY25,2025-Q2,2025-W14,Networking A,Networking,EMEA,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,76829,61463,15366,1129,399,66,45,80
FY25,2025-Q2,2025-W15,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,76891,61513,15378,397,383,76,48,80
FY25,2025-Q2,2025-W16,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,Unknown,Part/s dispatch,Actual,76953,61562,15391,240,243,59,49,92
FY25,2025-Q2,2025-W17,Networking A,Networking,EMEA,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,77015,61612,15403,362,369,55,39,79
FY25,2025-Q2,2025-W18,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,77437,61950,15487,0,347,75,41,98
FY25,2025-Q2,2025-W19,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,77679,62143,15536,135,311,66,42,80
FY25,2025-Q2,2025-W20,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,77921,62337,15584,78,263,57,40,78
FY25,2025-Q2,2025-W21,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,78163,62530,15633,155,310,87,50,77
FY25,2025-Q2,2025-W22,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,78405,62724,15681,57,237,62,44,78
FY25,2025-Q2,2025-W23,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,79007,63206,15801,0,524,78,48,93
FY25,2025-Q2,2025-W24,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,79430,63544,15886,26,359,90,46,100
FY25,2025-Q2,2025-W25,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,79852,63882,15970,51,405,68,49,100
FY25,2025-Q2,2025-W26,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,81085,64868,16217,0,1158,75,44,101
FY25,2025-Q3,2025-W27,Networking A,Networking,EMEA,Unit A,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,80381,64305,16076,1177,411,62,50,93
FY25,2025-Q3,2025-W28,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,80443,64354,16089,318,309,71,51,101
FY25,2025-Q3,2025-W29,Networking A,Networking,EMEA,Unit B,Basic,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,80504,64403,16101,284,282,63,45,94
FY25,2025-Q3,2025-W30,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,80566,64453,16113,281,256,87,51,76
FY25,2025-Q3,2025-W31,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,80988,64790,16198,0,358,64,47,96
FY25,2025-Q3,2025-W32,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Labour Only,non-GCFA,Break fix,Actual,81230,64984,16246,71,258,55,48,84
FY25,2025-Q3,2025-W33,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,81472,65178,16294,243,419,66,45,90
FY25,2025-Q3,2025-W34,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,81714,65371,16343,108,292,58,53,89
FY25,2025-Q3,2025-W35,Networking A,Networking,EMEA,Unit A,Premium Flex,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,81956,65565,16391,144,332,54,41,91
FY25,2025-Q3,2025-W36,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,82559,66047,16512,0,547,56,54,102
