FY,Fiscal Quarter,Fiscal Week,LOB,Category,Region,Business Unit,Warranty Type,Core/Upsell,Service Type,GCFA Type,W/O Type,Series,ASU,APOS,Renewals,Expiring,New Contract,APOS Renewal,Dispatches,SRs,Segment
FY26,2026-Q2,2026-W24,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,94362,75490,18872,87,243,61,55,97,Tech
FY26,2026-Q2,2026-W24,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,162,40,0,0,Field
FY26,2026-Q2,2026-W25,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,94781,75825,18956,0,194,58,58,112,Tech
FY26,2026-Q2,2026-W25,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,129,38,0,0,Field
FY26,2026-Q2,2026-W26,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Labour Only,GCFA,Break fix,Actual,96054,76843,19211,0,725,39,56,104,Tech
FY26,2026-Q2,2026-W26,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Labour Only,GCFA,Break fix,Actual,0,0,0,0,483,26,0,0,Field
FY26,2026-Q3,2026-W27,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,95287,76230,19057,1165,187,52,56,107,Tech
FY26,2026-Q3,2026-W27,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,125,34,0,0,Field
FY26,2026-Q3,2026-W28,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,95327,76262,19065,407,219,49,56,110,Tech
FY26,2026-Q3,2026-W28,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,146,33,0,0,Field
FY26,2026-Q3,2026-W29,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,95366,76293,19073,455,251,45,55,116,Tech
FY26,2026-Q3,2026-W29,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,168,30,0,0,Field
FY26,2026-Q3,2026-W30,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,95406,76325,19081,456,253,44,60,110,Tech
FY26,2026-Q3,2026-W30,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,0,0,0,0,169,30,0,0,Field
FY26,2026-Q3,2026-W31,Networking A,Networking,EMEA,Unit A,Premium Flex,Upsell,Labour Only,GCFA,Break fix,Actual,95825,76660,19165,148,293,47,58,112,Tech
FY26,2026-Q3,2026-W31,Networking A,Networking,EMEA,Unit A,Premium Flex,Upsell,Labour Only,GCFA,Break fix,Actual,0,0,0,0,195,32,0,0,Field
FY26,2026-Q3,2026-W32,Networking A,Networking,EMEA,Unit B,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,96054,76843,19211,198,213,43,54,108,Tech
FY26,2026-Q3,2026-W32,Networking A,Networking,EMEA,Unit B,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,142,29,0,0,Field
FY26,2026-Q3,2026-W33,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,96284,77027,19257,377,298,66,64,105,Tech
FY26,2026-Q3,2026-W33,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,199,44,0,0,Field
FY26,2026-Q3,2026-W34,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,96513,77210,19303,188,188,62,61,98,Tech
FY26,2026-Q3,2026-W34,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,125,42,0,0,Field
FY26,2026-Q3,2026-W35,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,96742,77394,19348,168,184,54,50,122,Tech
FY26,2026-Q3,2026-W35,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,123,36,0,0,Field
FY26,2026-Q3,2026-W36,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts + Labour,GCFA,Part/s dispatch,Actual,97351,77881,19470,0,299,66,49,118,Tech
FY26,2026-Q3,2026-W36,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts + Labour,GCFA,Part/s dispatch,Actual,0,0,0,0,200,44,0,0,Field
FY26,2026-Q3,2026-W37,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,97770,78216,19554,30,211,59,52,109,Tech
FY26,2026-Q3,2026-W37,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,0,0,0,0,140,39,0,0,Field
FY26,2026-Q3,2026-W38,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,98189,78551,19638,156,290,55,65,99,Tech
FY26,2026-Q3,2026-W38,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,194,36,0,0,Field
FY26,2026-Q3,2026-W39,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,99462,79570,19892,0,708,56,55,103,Tech
FY26,2026-Q3,2026-W39,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,472,37,0,0,Field
FY26,2026-Q4,2026-W40,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,98794,79035,19759,1136,241,40,54,112,Tech
FY26,2026-Q4,2026-W40,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,161,26,0,0,Field
FY26,2026-Q4,2026-W41,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,98883,79106,19777,335,187,68,60,124,Tech
FY26,2026-Q4,2026-W41,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,0,0,0,0,124,45,0,0,Field
FY26,2026-Q4,2026-W42,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,98973,79178,19795,312,203,38,65,97,Tech
FY26,2026-Q4,2026-W42,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,0,0,0,0,136,25,0,0,Field
FY26,2026-Q4,2026-W43,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,99061,79249,19812,409,229,69,52,115,Tech
FY26,2026-Q4,2026-W43,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,153,46,0,0,Field
FY26,2026-Q4,2026-W44,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,99609,79687,19922,0,289,40,53,113,Tech
FY26,2026-Q4,2026-W44,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,0,0,0,0,192,27,0,0,Field
FY26,2026-Q4,2026-W45,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,99927,79942,19985,220,274,49,58,122,Tech
FY26,2026-Q4,2026-W45,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,182,33,0,0,Field
FY26,2026-Q4,2026-W46,Networking A,Networking,EMEA,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,100246,80197,20049,204,269,45,53,110,Tech
FY26,2026-Q4,2026-W46,Networking A,Networking,EMEA,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,179,30,0,0,Field
FY26,2026-Q4,2026-W47,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,100564,80451,20113,205,257,57,66,103,Tech
FY26,2026-Q4,2026-W47,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,171,38,0,0,Field
FY26,2026-Q4,2026-W48,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,Unknown,Break fix,Actual,100882,80706,20176,169,245,47,65,112,Tech
FY26,2026-Q4,2026-W48,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,Unknown,Break fix,Actual,0,0,0,0,164,31,0,0,Field
FY26,2026-Q4,2026-W49,Networking A,Networking,EMEA,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,101659,81327,20332,0,418,48,55,119,Tech
FY26,2026-Q4,2026-W49,Networking A,Networking,EMEA,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,279,32,0,0,Field
FY26,2026-Q4,2026-W50,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,102207,81766,20441,51,308,51,57,126,Tech
FY26,2026-Q4,2026-W50,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,206,34,0,0,Field
FY26,2026-Q4,2026-W51,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,102754,82203,20551,0,262,67,57,120,Tech
FY26,2026-Q4,2026-W51,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,174,44,0,0,Field
FY26,2026-Q4,2026-W52,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,104333,83466,20867,0,892,56,67,127,Tech
FY26,2026-Q4,2026-W52,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,594,37,0,0,Field
FY27,2027-Q1,2027-W01,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,85303,68242,57,418,217,34,56,85,Tech
FY27,2027-Q1,2027-W01,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,0,0,0,0,144,23,0,0,Field
FY27,2027-Q1,2027-W02,Networking A,Networking,EMEA,Unit B,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Forecast,88005,70404,70,0,1579,42,51,101,Tech
FY27,2027-Q1,2027-W02,Networking A,Networking,EMEA,Unit B,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Forecast,0,0,0,0,1053,28,0,0,Field
FY27,2027-Q1,2027-W03,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Forecast,87513,70010,63,918,218,38,51,90,Tech
FY27,2027-Q1,2027-W03,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Forecast,0,0,0,0,145,25,0,0,Field
FY27,2027-Q1,2027-W04,Networking A,Networking,EMEA,Unit B,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Forecast,85862,68690,99,2033,170,59,55,81,Tech
FY27,2027-Q1,2027-W04,Networking A,Networking,EMEA,Unit B,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Forecast,0,0,0,0,113,40,0,0,Field
FY27,2027-Q1,2027-W05,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,87233,69786,78,0,776,47,52,86,Tech
FY27,2027-Q1,2027-W05,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,0,0,0,0,517,31,0,0,Field
FY27,2027-Q1,2027-W06,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,88187,70550,93,0,517,56,51,96,Tech
FY27,2027-Q1,2027-W06,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,0,0,0,0,344,37,0,0,Field
FY27,2027-Q1,2027-W07,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Forecast,88800,71040,88,0,315,53,53,93,Tech
FY27,2027-Q1,2027-W07,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Forecast,0,0,0,0,210,35,0,0,Field
FY27,2027-Q1,2027-W08,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,87403,69922,89,1882,238,53,53,101,Tech
FY27,2027-Q1,2027-W08,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,0,0,0,0,158,36,0,0,Field
FY27,2027-Q1,2027-W09,Networking A,Networking,EMEA,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Forecast,88744,70995,97,0,746,58,50,85,Tech
FY27,2027-Q1,2027-W09,Networking A,Networking,EMEA,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Forecast,0,0,0,0,498,39,0,0,Field
FY27,2027-Q1,2027-W10,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,88839,71071,77,393,247,46,45,108,Tech
FY27,2027-Q1,2027-W10,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,0,0,0,0,164,31,0,0,Field
FY27,2027-Q1,2027-W11,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,87676,70141,57,1475,153,34,45,90,Tech
FY27,2027-Q1,2027-W11,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,0,0,0,0,102,23,0,0,Field
FY27,2027-Q1,2027-W12,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,89499,71599,61,0,1057,37,55,91,Tech
FY27,2027-Q1,2027-W12,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,0,0,0,0,705,24,0,0,Field
FY27,2027-Q1,2027-W13,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,Unknown,Part/s dispatch,Forecast,90878,72702,88,0,775,53,54,87,Tech
FY27,2027-Q1,2027-W13,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,Unknown,Part/s dispatch,Forecast,0,0,0,0,516,35,0,0,Field
FY27,2027-Q2,2027-W14,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,88360,70688,64,2925,206,38,43,90,Tech
FY27,2027-Q2,2027-W14,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,0,0,0,0,137,26,0,0,Field
FY27,2027-Q2,2027-W15,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Forecast,91697,73358,59,0,1967,35,52,94,Tech
FY27,2027-Q2,2027-W15,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Forecast,0,0,0,0,1311,24,0,0,Field
FY27,2027-Q2,2027-W16,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Forecast,88473,70778,71,3556,157,43,44,91,Tech
FY27,2027-Q2,2027-W16,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Forecast,0,0,0,0,104,28,0,0,Field
FY27,2027-Q2,2027-W17,Networking A,Networking,EMEA,Unit B,Basic,Core,Labour Only,non-GCFA,Break fix,Forecast,89099,71279,76,0,330,46,45,89,Tech
FY27,2027-Q2,2027-W17,Networking A,Networking,EMEA,Unit B,Basic,Core,Labour Only,non-GCFA,Break fix,Forecast,0,0,0,0,220,30,0,0,Field
FY27,2027-Q2,2027-W18,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,89970,71976,63,0,485,38,55,86,Tech
FY27,2027-Q2,2027-W18,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,0,0,0,0,323,25,0,0,Field
FY27,2027-Q2,2027-W19,Networking A,Networking,EMEA,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Forecast,92380,73904,79,0,1399,47,48,104,Tech
FY27,2027-Q2,2027-W19,Networking A,Networking,EMEA,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Forecast,0,0,0,0,932,32,0,0,Field
FY27,2027-Q2,2027-W20,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Forecast,92768,74214,102,111,238,61,53,116,Tech
FY27,2027-Q2,2027-W20,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Forecast,0,0,0,0,159,41,0,0,Field
FY27,2027-Q2,2027-W21,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Forecast,89574,71659,87,3576,177,52,44,114,Tech
FY27,2027-Q2,2027-W21,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Forecast,0,0,0,0,118,35,0,0,Field
FY27,2027-Q2,2027-W22,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,90017,72014,67,0,226,40,52,102,Tech
FY27,2027-Q2,2027-W22,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,0,0,0,0,150,27,0,0,Field
FY27,2027-Q2,2027-W23,Networking A,Networking,EMEA,Unit B,Basic,Upsell,Labour Only,non-GCFA,Break fix,Forecast,90499,72399,80,0,241,48,58,102,Tech
FY27,2027-Q2,2027-W23,Networking A,Networking,EMEA,Unit B,Basic,Upsell,Labour Only,non-GCFA,Break fix,Forecast,0,0,0,0,161,32,0,0,Field
FY27,2027-Q2,2027-W24,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,94278,75422,84,0,2217,50,54,118,Tech
FY27,2027-Q2,2027-W24,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,0,0,0,0,1478,34,0,0,Field
FY27,2027-Q2,2027-W25,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Forecast,92981,74385,94,1809,251,56,54,91,Tech
FY27,2027-Q2,2027-W25,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Forecast,0,0,0,0,167,38,0,0,Field
FY27,2027-Q2,2027-W26,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Labour Only,GCFA,Break fix,Forecast,95914,76731,89,0,1706,53,48,99,Tech
FY27,2027-Q2,2027-W26,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Labour Only,GCFA,Break fix,Forecast,0,0,0,0,1138,36,0,0,Field
FY27,2027-Q3,2027-W27,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Forecast,95109,76087,74,1312,260,44,52,96,Tech
FY27,2027-Q3,2027-W27,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Forecast,0,0,0,0,173,30,0,0,Field
FY27,2027-Q3,2027-W28,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Forecast,94947,75958,65,693,280,39,47,117,Tech
FY27,2027-Q3,2027-W28,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Forecast,0,0,0,0,186,26,0,0,Field
FY27,2027-Q3,2027-W29,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Forecast,94670,75736,93,799,257,56,59,116,Tech
FY27,2027-Q3,2027-W29,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Forecast,0,0,0,0,172,37,0,0,Field
FY27,2027-Q3,2027-W30,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,GCFA,Part/s dispatch,Forecast,91991,73593,66,3041,178,40,50,107,Tech
FY27,2027-Q3,2027-W30,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,GCFA,Part/s dispatch,Forecast,0,0,0,0,118,26,0,0,Field
FY27,2027-Q3,2027-W31,Networking A,Networking,EMEA,Unit A,Premium Flex,Upsell,Labour Only,GCFA,Break fix,Forecast,92724,74179,96,0,382,58,56,106,Tech
FY27,2027-Q3,2027-W31,Networking A,Networking,EMEA,Unit A,Premium Flex,Upsell,Labour Only,GCFA,Break fix,Forecast,0,0,0,0,255,38,0,0,Field
FY27,2027-Q3,2027-W32,Networking A,Networking,EMEA,Unit B,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,93730,74984,76,0,558,46,49,95,Tech
FY27,2027-Q3,2027-W32,Networking A,Networking,EMEA,Unit B,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,0,0,0,0,372,30,0,0,Field
FY27,2027-Q3,2027-W33,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,94120,75296,108,135,250,65,60,105,Tech
FY27,2027-Q3,2027-W33,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,0,0,0,0,167,43,0,0,Field
FY27,2027-Q3,2027-W34,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,96162,76930,105,0,1162,63,50,110,Tech
FY27,2027-Q3,2027-W34,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,0,0,0,0,775,42,0,0,Field
FY27,2027-Q3,2027-W35,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,96090,76872,106,662,290,64,57,109,Tech
FY27,2027-Q3,2027-W35,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,0,0,0,0,194,42,0,0,Field
FY27,2027-Q3,2027-W36,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts + Labour,GCFA,Part/s dispatch,Forecast,93958,75166,92,2523,179,55,60,107,Tech
FY27,2027-Q3,2027-W36,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts + Labour,GCFA,Part/s dispatch,Forecast,0,0,0,0,120,37,0,0,Field
FY27,2027-Q3,2027-W37,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Forecast,96452,77162,102,0,1435,61,60,121,Tech
FY27,2027-Q3,2027-W37,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Forecast,0,0,0,0,957,41,0,0,Field
FY27,2027-Q3,2027-W38,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Forecast,98066,78453,99,0,909,59,56,119,Tech
FY27,2027-Q3,2027-W38,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Forecast,0,0,0,0,606,40,0,0,Field
FY27,2027-Q3,2027-W39,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Forecast,96000,76800,98,2575,247,59,62,92,Tech
FY27,2027-Q3,2027-W39,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Forecast,0,0,0,0,164,39,0,0,Field
FY27,2027-Q4,2027-W40,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,96778,77422,103,0,405,62,59,93,Tech
FY27,2027-Q4,2027-W40,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,0,0,0,0,270,41,0,0,Field
FY27,2027-Q4,2027-W41,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Forecast,97300,77840,92,61,295,55,54,110,Tech
FY27,2027-Q4,2027-W41,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Forecast,0,0,0,0,196,37,0,0,Field
FY27,2027-Q4,2027-W42,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,Unknown,Part/s dispatch,Forecast,95561,76449,88,2233,244,53,57,112,Tech
FY27,2027-Q4,2027-W42,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,Unknown,Part/s dispatch,Forecast,0,0,0,0,162,35,0,0,Field
FY27,2027-Q4,2027-W43,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Forecast,97412,77930,78,0,1064,47,54,113,Tech
FY27,2027-Q4,2027-W43,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Forecast,0,0,0,0,709,31,0,0,Field
FY27,2027-Q4,2027-W44,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Forecast,97401,77921,72,436,212,43,48,97,Tech
FY27,2027-Q4,2027-W44,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Forecast,0,0,0,0,141,29,0,0,Field
FY27,2027-Q4,2027-W45,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Forecast,96876,77501,111,908,163,67,53,94,Tech
FY27,2027-Q4,2027-W45,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Forecast,0,0,0,0,109,44,0,0,Field
FY27,2027-Q4,2027-W46,Networking A,Networking,EMEA,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,97204,77763,96,257,293,58,55,114,Tech
FY27,2027-Q4,2027-W46,Networking A,Networking,EMEA,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,0,0,0,0,196,38,0,0,Field
FY27,2027-Q4,2027-W47,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,97659,78127,106,123,283,64,51,113,Tech
FY27,2027-Q4,2027-W47,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,0,0,0,0,189,42,0,0,Field
